"id_in_session","code","payoff","id_in_group","role","player_payoff","pool","decoding_answer","receiver_type","is_sender_payoff_relevant","is_receiver_payoff_relevant","honesty_guess","credulity_guess","secret_number","sender_choice","sender_message","sender_message_encoded","receiver_guess","sender_win_prob","receiver_win_prob","sender_wins","receiver_wins","honesty_rate","credulity_rate","round_number","treatment","session_code","session","id","correct_answers","age","gender","gender_add","education","student","experiments","reasoning","chosen_role","pool_cluster","treatment2"
2,"7fxiaij4",37000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,3,8,3,"3",3.1,0.35,0.999722222222222,1,1,NA,NA,19,"Expert","sku10aeq",17,322,3,19,0,NA,1,1,1,"tome las deciones basado en que si el numero real es muy bajo y se en via el numero real, el otro jugador B haria una estimacion mas alta con el fin de no afectar de forma muy negativa al juagador A",0,172,"Expert"
3,"do2eu6mo",18000,1,"Player A",0,1,NA,"direct",1,0,NA,NA,5,5,5,"5",3,0.333333333333333,0.888888888888889,0,1,NA,NA,19,"Expert","sku10aeq",17,323,3,19,1,NA,2,1,0,"para el ultimo juego sabía que al ser jugador A tenía que hacer que el otro jugador B decidiera números altos, por lo que estaba entre 5 y 6, cuando los números anteriores eran bajo en 2 ocasiones o más, elegía 5 para tratar de convencerlo de que el siguiente iba a ser alto, y cuando los números anteriores eran altos (entre 4 y 5) elegía 6 para convencerle de que el siguiente iba a ser 6 o más.",2,171,"Expert"
4,"c38okotk",22000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,2,6,6,"6",3,0.333333333333333,0.972222222222222,0,1,NA,NA,19,"Expert","sku10aeq",17,324,5,19,0,NA,2,1,0,"Al ser jugador A, decidí ir mandando el número correcto al principio con el fin de intentar construir una confianza base en los participantes del grupo B, luego de ciertas rondas mandaba números altos intentando aprovecharme de la confianza que intenté construir en el grupo B, de tal manera que me hicieran caso y pusieran números altos. Este esquema lo repetí alrededor de tres veces alrededor de las rondas.",2,172,"Expert"
5,"zp3j40wt",30000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,7,5,5,"5",4.5,0.583333333333333,0.826388888888889,1,1,NA,NA,19,"Expert","sku10aeq",17,325,3,20,1,NA,2,1,1,"Al inicio fue al azar, a medida que avanzó el juego fui pensando lo que podría pensar el jugador B y que podía hacer para convencerlo de escoger un numero alto.",2,171,"Expert"
6,"ocv2trfq",34000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,7,5,5,"5",5,0.666666666666667,0.888888888888889,0,1,NA,NA,19,"Expert","sku10aeq",17,326,1,20,1,NA,2,1,1,"la mayor parte era poner un numero de la mitad",1,172,"Expert"
7,"w8c11wx2",26000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,1,4,4,"4",4.1,0.516666666666667,0.733055555555556,1,1,NA,NA,19,"Expert","sku10aeq",17,327,2,22,0,NA,2,1,0,"Con ayuda del feedback realizado al finalizar el periodo de elección del mensaje, intenté en algunas ocasiones seguir un patrón dependiendo de la respuesta del otro jugador. Al ser el número al azar dudo que hubiera ayudado pero en base a eso fue que tome las decisiones.",0,171,"Expert"
8,"l6gaodaz",26000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,7,4,4,"4",1,0,0,0,0,NA,NA,19,"Expert","sku10aeq",17,328,2,22,1,NA,2,1,1,"En la primera fase, contando con los dedos o inventando un poco  En la segunda fase, realmente fue aleatorio, penando en estar más cerca al 4 y variando de vez en cuando",0,172,"Expert"
9,"qaaz327i",34000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,5,2,2,"2",3.7,0.45,0.953055555555556,1,1,NA,NA,19,"Expert","sku10aeq",17,329,1,21,1,NA,2,1,1,"De forma aleatoria",1,171,"Expert"
10,"upw8p4cx",34000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,7,6,6,"6",4,0.5,0.75,0,0,NA,NA,19,"Expert","sku10aeq",17,330,3,23,0,NA,4,1,0,"trate de ser lo mas razonable posible",2,172,"Expert"
11,"y6zlnify",42000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,7,5,5,"5",4.5,0.583333333333333,0.826388888888889,1,1,NA,NA,19,"Expert","sku10aeq",17,331,3,20,1,NA,2,1,1,"Cuando el jugador A decía un número bajito, adivinaba un número cercano o ese y siempre trataba de poner números iguales o menores a 4 para que el jugador B no ganara y sentía que así tenia mas probabilidad de estar cerca al número.",2,173,"Expert"
12,"q7e3i7qi",38000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,7,5,5,"5",5,0.666666666666667,0.888888888888889,0,1,NA,NA,19,"Expert","sku10aeq",17,332,3,28,0,NA,4,1,1,"Esperando que el mensaje del jugador coincidiera con el número real",2,174,"Expert"
13,"jvopp27d",42000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,6,5,5,"5",4.8,0.633333333333333,0.96,1,1,NA,NA,19,"Expert","sku10aeq",17,333,2,20,0,NA,1,1,1,"siguiendo el dato de la adivinanza del participante a, con la convicción de estar en un margen de 2 números del correcto.",1,173,"Expert"
14,"lpb96yya",42000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,3,8,3,"3",3.1,0.35,0.999722222222222,1,1,NA,NA,19,"Expert","sku10aeq",17,334,2,20,0,NA,2,1,0,"Por adaptación, o seguir el patrón, sentía que debia variar los numeros",2,174,"Expert"
15,"jrtg9t6q",50000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,5,2,2,"2",3.7,0.45,0.953055555555556,1,1,NA,NA,19,"Expert","sku10aeq",17,335,3,19,1,NA,2,1,1,"En un principio confie en el jugador A, pero luego vi que su objetivo era que yo pusiera numeros altos para que el ganara mas dinero, asi que empece a variar 2 o 1 numero mas del recomendado por el jugador A",2,173,"Expert"
16,"ue384rqy",29000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,2,6,6,"6",3,0.333333333333333,0.972222222222222,0,1,NA,NA,19,"Expert","sku10aeq",17,336,2,25,1,NA,2,1,1,"Creo que al principio intente seguir alguna lógica en la secuencia de números, luego me di cuenta que en realidad era solo un porcentaje.",1,174,"Expert"
17,"ldabagse",50000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,5,5,5,"5",3,0.333333333333333,0.888888888888889,0,1,NA,NA,19,"Expert","sku10aeq",17,337,4,30,1,NA,5,1,0,"Estar cerca al valor medio",1,173,"Expert"
18,"zs5y13li",38000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,7,4,4,"4",1,0,0,0,0,NA,NA,19,"Expert","sku10aeq",17,338,0,19,0,NA,2,1,0,"Si ellos decían un numero alto, les creía, ya que los dos ganábamos, pero si decían un numero de 4 para abajo yo ponía uno diferente pero bajito, ejemplo un 2,5",1,174,"Expert"
19,"4v4z3lhv",38000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,1,4,4,"4",4.1,0.516666666666667,0.733055555555556,1,1,NA,NA,19,"Expert","sku10aeq",17,339,3,19,0,NA,2,1,1,"En la primera parte por lógica matemática, en la segunda tuve que desconfiar del Jugador A e intenté acercarme a 4. Solo confiaba cuando decía números bajos porque podía ser la máquina",2,173,"Expert"
20,"ekko3dni",42000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,7,6,6,"6",4,0.5,0.75,0,0,NA,NA,19,"Expert","sku10aeq",17,340,5,19,1,NA,1,1,0,"En las rondas en que el participante A sugería un número menor a 4 escogía la sugerencia, cuando el número era mayor a 6, mantenía mi respuesta cerca de 4.",2,174,"Expert"
1,"lgp5yey0",26000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,5,5,5,"5",3.4,0.4,0.928888888888889,1,1,NA,NA,20,"Expert","sku10aeq",17,321,5,21,0,NA,2,1,0,"Como era el jugador A, me convenia que el numero que el jugador B fuera alto, al principio use números altos para ver como se comportaban, sin embargo nunca ponian un numero cercano, ya después opte por poner el 5, que es mayor al 4, pero seria mas equitativa la eleccion aun asi dandome un buen margen para mi",2,171,"Expert"
2,"7fxiaij4",37000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,1,8,1,"1",7,1,0,1,0,NA,NA,20,"Expert","sku10aeq",17,322,3,19,0,NA,1,1,1,"tome las deciones basado en que si el numero real es muy bajo y se en via el numero real, el otro jugador B haria una estimacion mas alta con el fin de no afectar de forma muy negativa al juagador A",0,172,"Expert"
3,"do2eu6mo",18000,1,"Player A",0,1,NA,"direct",1,0,NA,NA,5,6,6,"6",5,0.666666666666667,1,0,1,NA,NA,20,"Expert","sku10aeq",17,323,3,19,1,NA,2,1,0,"para el ultimo juego sabía que al ser jugador A tenía que hacer que el otro jugador B decidiera números altos, por lo que estaba entre 5 y 6, cuando los números anteriores eran bajo en 2 ocasiones o más, elegía 5 para tratar de convencerlo de que el siguiente iba a ser alto, y cuando los números anteriores eran altos (entre 4 y 5) elegía 6 para convencerle de que el siguiente iba a ser 6 o más.",2,171,"Expert"
4,"c38okotk",22000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,5,3,3,"3",3,0.333333333333333,0.888888888888889,0,1,NA,NA,20,"Expert","sku10aeq",17,324,5,19,0,NA,2,1,0,"Al ser jugador A, decidí ir mandando el número correcto al principio con el fin de intentar construir una confianza base en los participantes del grupo B, luego de ciertas rondas mandaba números altos intentando aprovecharme de la confianza que intenté construir en el grupo B, de tal manera que me hicieran caso y pusieran números altos. Este esquema lo repetí alrededor de tres veces alrededor de las rondas.",2,172,"Expert"
5,"zp3j40wt",30000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,6,6,6,"6",3,0.333333333333333,0.75,1,0,NA,NA,20,"Expert","sku10aeq",17,325,3,20,1,NA,2,1,1,"Al inicio fue al azar, a medida que avanzó el juego fui pensando lo que podría pensar el jugador B y que podía hacer para convencerlo de escoger un numero alto.",2,171,"Expert"
6,"ocv2trfq",34000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,2,6,6,"6",4.2,0.533333333333333,0.865555555555556,1,1,NA,NA,20,"Expert","sku10aeq",17,326,1,20,1,NA,2,1,1,"la mayor parte era poner un numero de la mitad",1,172,"Expert"
7,"w8c11wx2",26000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,5,8,5,"5",5.2,0.7,0.998888888888889,1,1,NA,NA,20,"Expert","sku10aeq",17,327,2,22,0,NA,2,1,0,"Con ayuda del feedback realizado al finalizar el periodo de elección del mensaje, intenté en algunas ocasiones seguir un patrón dependiendo de la respuesta del otro jugador. Al ser el número al azar dudo que hubiera ayudado pero en base a eso fue que tome las decisiones.",0,171,"Expert"
8,"l6gaodaz",26000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,5,8,5,"5",4.5,0.583333333333333,0.993055555555556,1,1,NA,NA,20,"Expert","sku10aeq",17,328,2,22,1,NA,2,1,1,"En la primera fase, contando con los dedos o inventando un poco  En la segunda fase, realmente fue aleatorio, penando en estar más cerca al 4 y variando de vez en cuando",0,172,"Expert"
9,"qaaz327i",34000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,2,4,4,"4",4,0.5,0.888888888888889,1,1,NA,NA,20,"Expert","sku10aeq",17,329,1,21,1,NA,2,1,1,"De forma aleatoria",1,171,"Expert"
10,"upw8p4cx",34000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,2,6,6,"6",2,0.166666666666667,1,1,1,NA,NA,20,"Expert","sku10aeq",17,330,3,23,0,NA,4,1,0,"trate de ser lo mas razonable posible",2,172,"Expert"
11,"y6zlnify",42000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,2,4,4,"4",4,0.5,0.888888888888889,1,1,NA,NA,20,"Expert","sku10aeq",17,331,3,20,1,NA,2,1,1,"Cuando el jugador A decía un número bajito, adivinaba un número cercano o ese y siempre trataba de poner números iguales o menores a 4 para que el jugador B no ganara y sentía que así tenia mas probabilidad de estar cerca al número.",2,173,"Expert"
12,"q7e3i7qi",38000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,2,6,6,"6",2,0.166666666666667,1,1,1,NA,NA,20,"Expert","sku10aeq",17,332,3,28,0,NA,4,1,1,"Esperando que el mensaje del jugador coincidiera con el número real",2,174,"Expert"
13,"jvopp27d",42000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,5,8,5,"5",5.2,0.7,0.998888888888889,1,1,NA,NA,20,"Expert","sku10aeq",17,333,2,20,0,NA,1,1,1,"siguiendo el dato de la adivinanza del participante a, con la convicción de estar en un margen de 2 números del correcto.",1,173,"Expert"
14,"lpb96yya",42000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,5,8,5,"5",4.5,0.583333333333333,0.993055555555556,1,1,NA,NA,20,"Expert","sku10aeq",17,334,2,20,0,NA,2,1,0,"Por adaptación, o seguir el patrón, sentía que debia variar los numeros",2,174,"Expert"
15,"jrtg9t6q",50000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,5,6,6,"6",5,0.666666666666667,1,0,1,NA,NA,20,"Expert","sku10aeq",17,335,3,19,1,NA,2,1,1,"En un principio confie en el jugador A, pero luego vi que su objetivo era que yo pusiera numeros altos para que el ganara mas dinero, asi que empece a variar 2 o 1 numero mas del recomendado por el jugador A",2,173,"Expert"
16,"ue384rqy",29000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,1,8,1,"1",7,1,0,1,0,NA,NA,20,"Expert","sku10aeq",17,336,2,25,1,NA,2,1,1,"Creo que al principio intente seguir alguna lógica en la secuencia de números, luego me di cuenta que en realidad era solo un porcentaje.",1,174,"Expert"
17,"ldabagse",50000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,6,6,6,"6",3,0.333333333333333,0.75,1,0,NA,NA,20,"Expert","sku10aeq",17,337,4,30,1,NA,5,1,0,"Estar cerca al valor medio",1,173,"Expert"
18,"zs5y13li",38000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,5,3,3,"3",3,0.333333333333333,0.888888888888889,0,1,NA,NA,20,"Expert","sku10aeq",17,338,0,19,0,NA,2,1,0,"Si ellos decían un numero alto, les creía, ya que los dos ganábamos, pero si decían un numero de 4 para abajo yo ponía uno diferente pero bajito, ejemplo un 2,5",1,174,"Expert"
19,"4v4z3lhv",38000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,5,5,5,"5",3.4,0.4,0.928888888888889,1,1,NA,NA,20,"Expert","sku10aeq",17,339,3,19,0,NA,2,1,1,"En la primera parte por lógica matemática, en la segunda tuve que desconfiar del Jugador A e intenté acercarme a 4. Solo confiaba cuando decía números bajos porque podía ser la máquina",2,173,"Expert"
20,"ekko3dni",42000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,2,6,6,"6",4.2,0.533333333333333,0.865555555555556,1,1,NA,NA,20,"Expert","sku10aeq",17,340,5,19,1,NA,1,1,0,"En las rondas en que el participante A sugería un número menor a 4 escogía la sugerencia, cuando el número era mayor a 6, mantenía mi respuesta cerca de 4.",2,174,"Expert"
1,"lgp5yey0",26000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,5,5,5,"5",3.5,0.416666666666667,0.9375,1,1,NA,NA,21,"Expert","sku10aeq",17,321,5,21,0,NA,2,1,0,"Como era el jugador A, me convenia que el numero que el jugador B fuera alto, al principio use números altos para ver como se comportaban, sin embargo nunca ponian un numero cercano, ya después opte por poner el 5, que es mayor al 4, pero seria mas equitativa la eleccion aun asi dandome un buen margen para mi",2,171,"Expert"
2,"7fxiaij4",37000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,4,8,4,"4",4,0.5,1,0,1,NA,NA,21,"Expert","sku10aeq",17,322,3,19,0,NA,1,1,1,"tome las deciones basado en que si el numero real es muy bajo y se en via el numero real, el otro jugador B haria una estimacion mas alta con el fin de no afectar de forma muy negativa al juagador A",0,172,"Expert"
3,"do2eu6mo",18000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,1,6,6,"6",3,0.333333333333333,0.888888888888889,0,1,NA,NA,21,"Expert","sku10aeq",17,323,3,19,1,NA,2,1,0,"para el ultimo juego sabía que al ser jugador A tenía que hacer que el otro jugador B decidiera números altos, por lo que estaba entre 5 y 6, cuando los números anteriores eran bajo en 2 ocasiones o más, elegía 5 para tratar de convencerlo de que el siguiente iba a ser alto, y cuando los números anteriores eran altos (entre 4 y 5) elegía 6 para convencerle de que el siguiente iba a ser 6 o más.",2,171,"Expert"
4,"c38okotk",22000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,1,8,1,"1",3,0.333333333333333,0.888888888888889,0,1,NA,NA,21,"Expert","sku10aeq",17,324,5,19,0,NA,2,1,0,"Al ser jugador A, decidí ir mandando el número correcto al principio con el fin de intentar construir una confianza base en los participantes del grupo B, luego de ciertas rondas mandaba números altos intentando aprovecharme de la confianza que intenté construir en el grupo B, de tal manera que me hicieran caso y pusieran números altos. Este esquema lo repetí alrededor de tres veces alrededor de las rondas.",2,172,"Expert"
5,"zp3j40wt",30000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,7,8,7,"7",4,0.5,0.75,0,1,NA,NA,21,"Expert","sku10aeq",17,325,3,20,1,NA,2,1,1,"Al inicio fue al azar, a medida que avanzó el juego fui pensando lo que podría pensar el jugador B y que podía hacer para convencerlo de escoger un numero alto.",2,171,"Expert"
6,"ocv2trfq",34000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,7,8,7,"7",7,1,1,1,1,NA,NA,21,"Expert","sku10aeq",17,326,1,20,1,NA,2,1,1,"la mayor parte era poner un numero de la mitad",1,172,"Expert"
7,"w8c11wx2",26000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,7,8,7,"7",4,0.5,0.75,1,1,NA,NA,21,"Expert","sku10aeq",17,327,2,22,0,NA,2,1,0,"Con ayuda del feedback realizado al finalizar el periodo de elección del mensaje, intenté en algunas ocasiones seguir un patrón dependiendo de la respuesta del otro jugador. Al ser el número al azar dudo que hubiera ayudado pero en base a eso fue que tome las decisiones.",0,171,"Expert"
8,"l6gaodaz",26000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,4,7,7,"7",7,1,0.75,1,1,NA,NA,21,"Expert","sku10aeq",17,328,2,22,1,NA,2,1,1,"En la primera fase, contando con los dedos o inventando un poco  En la segunda fase, realmente fue aleatorio, penando en estar más cerca al 4 y variando de vez en cuando",0,172,"Expert"
9,"qaaz327i",34000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,4,6,6,"6",6.2,0.866666666666667,0.865555555555556,1,1,NA,NA,21,"Expert","sku10aeq",17,329,1,21,1,NA,2,1,1,"De forma aleatoria",1,171,"Expert"
10,"upw8p4cx",34000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,1,6,6,"6",4,0.5,0.75,0,1,NA,NA,21,"Expert","sku10aeq",17,330,3,23,0,NA,4,1,0,"trate de ser lo mas razonable posible",2,172,"Expert"
11,"y6zlnify",42000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,7,8,7,"7",4,0.5,0.75,0,1,NA,NA,21,"Expert","sku10aeq",17,331,3,20,1,NA,2,1,1,"Cuando el jugador A decía un número bajito, adivinaba un número cercano o ese y siempre trataba de poner números iguales o menores a 4 para que el jugador B no ganara y sentía que así tenia mas probabilidad de estar cerca al número.",2,173,"Expert"
12,"q7e3i7qi",38000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,1,8,1,"1",3,0.333333333333333,0.888888888888889,0,1,NA,NA,21,"Expert","sku10aeq",17,332,3,28,0,NA,4,1,1,"Esperando que el mensaje del jugador coincidiera con el número real",2,174,"Expert"
13,"jvopp27d",42000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,4,6,6,"6",6.2,0.866666666666667,0.865555555555556,1,1,NA,NA,21,"Expert","sku10aeq",17,333,2,20,0,NA,1,1,1,"siguiendo el dato de la adivinanza del participante a, con la convicción de estar en un margen de 2 números del correcto.",1,173,"Expert"
14,"lpb96yya",42000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,4,7,7,"7",7,1,0.75,1,1,NA,NA,21,"Expert","sku10aeq",17,334,2,20,0,NA,2,1,0,"Por adaptación, o seguir el patrón, sentía que debia variar los numeros",2,174,"Expert"
15,"jrtg9t6q",50000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,5,5,5,"5",3.5,0.416666666666667,0.9375,1,1,NA,NA,21,"Expert","sku10aeq",17,335,3,19,1,NA,2,1,1,"En un principio confie en el jugador A, pero luego vi que su objetivo era que yo pusiera numeros altos para que el ganara mas dinero, asi que empece a variar 2 o 1 numero mas del recomendado por el jugador A",2,173,"Expert"
16,"ue384rqy",29000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,4,8,4,"4",4,0.5,1,0,1,NA,NA,21,"Expert","sku10aeq",17,336,2,25,1,NA,2,1,1,"Creo que al principio intente seguir alguna lógica en la secuencia de números, luego me di cuenta que en realidad era solo un porcentaje.",1,174,"Expert"
17,"ldabagse",50000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,1,6,6,"6",3,0.333333333333333,0.888888888888889,0,1,NA,NA,21,"Expert","sku10aeq",17,337,4,30,1,NA,5,1,0,"Estar cerca al valor medio",1,173,"Expert"
18,"zs5y13li",38000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,7,8,7,"7",7,1,1,1,1,NA,NA,21,"Expert","sku10aeq",17,338,0,19,0,NA,2,1,0,"Si ellos decían un numero alto, les creía, ya que los dos ganábamos, pero si decían un numero de 4 para abajo yo ponía uno diferente pero bajito, ejemplo un 2,5",1,174,"Expert"
19,"4v4z3lhv",38000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,7,8,7,"7",4,0.5,0.75,1,1,NA,NA,21,"Expert","sku10aeq",17,339,3,19,0,NA,2,1,1,"En la primera parte por lógica matemática, en la segunda tuve que desconfiar del Jugador A e intenté acercarme a 4. Solo confiaba cuando decía números bajos porque podía ser la máquina",2,173,"Expert"
20,"ekko3dni",42000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,1,6,6,"6",4,0.5,0.75,0,1,NA,NA,21,"Expert","sku10aeq",17,340,5,19,1,NA,1,1,0,"En las rondas en que el participante A sugería un número menor a 4 escogía la sugerencia, cuando el número era mayor a 6, mantenía mi respuesta cerca de 4.",2,174,"Expert"
1,"lgp5yey0",26000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,1,5,5,"5",4.6,0.6,0.64,1,1,NA,NA,22,"Expert","sku10aeq",17,321,5,21,0,NA,2,1,0,"Como era el jugador A, me convenia que el numero que el jugador B fuera alto, al principio use números altos para ver como se comportaban, sin embargo nunca ponian un numero cercano, ya después opte por poner el 5, que es mayor al 4, pero seria mas equitativa la eleccion aun asi dandome un buen margen para mi",2,171,"Expert"
2,"7fxiaij4",37000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,7,8,7,"7",7,1,1,1,1,NA,NA,22,"Expert","sku10aeq",17,322,3,19,0,NA,1,1,1,"tome las deciones basado en que si el numero real es muy bajo y se en via el numero real, el otro jugador B haria una estimacion mas alta con el fin de no afectar de forma muy negativa al juagador A",0,172,"Expert"
3,"do2eu6mo",18000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,3,5,5,"5",4.2,0.533333333333333,0.96,1,1,NA,NA,22,"Expert","sku10aeq",17,323,3,19,1,NA,2,1,0,"para el ultimo juego sabía que al ser jugador A tenía que hacer que el otro jugador B decidiera números altos, por lo que estaba entre 5 y 6, cuando los números anteriores eran bajo en 2 ocasiones o más, elegía 5 para tratar de convencerlo de que el siguiente iba a ser alto, y cuando los números anteriores eran altos (entre 4 y 5) elegía 6 para convencerle de que el siguiente iba a ser 6 o más.",2,171,"Expert"
4,"c38okotk",22000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,5,8,5,"5",5,0.666666666666667,1,0,1,NA,NA,22,"Expert","sku10aeq",17,324,5,19,0,NA,2,1,0,"Al ser jugador A, decidí ir mandando el número correcto al principio con el fin de intentar construir una confianza base en los participantes del grupo B, luego de ciertas rondas mandaba números altos intentando aprovecharme de la confianza que intenté construir en el grupo B, de tal manera que me hicieran caso y pusieran números altos. Este esquema lo repetí alrededor de tres veces alrededor de las rondas.",2,172,"Expert"
5,"zp3j40wt",30000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,5,5,5,"5",4,0.5,0.972222222222222,0,1,NA,NA,22,"Expert","sku10aeq",17,325,3,20,1,NA,2,1,1,"Al inicio fue al azar, a medida que avanzó el juego fui pensando lo que podría pensar el jugador B y que podía hacer para convencerlo de escoger un numero alto.",2,171,"Expert"
6,"ocv2trfq",34000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,1,8,1,"1",1,0,1,0,1,NA,NA,22,"Expert","sku10aeq",17,326,1,20,1,NA,2,1,1,"la mayor parte era poner un numero de la mitad",1,172,"Expert"
7,"w8c11wx2",26000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,5,8,5,"5",5.2,0.7,0.998888888888889,1,1,NA,NA,22,"Expert","sku10aeq",17,327,2,22,0,NA,2,1,0,"Con ayuda del feedback realizado al finalizar el periodo de elección del mensaje, intenté en algunas ocasiones seguir un patrón dependiendo de la respuesta del otro jugador. Al ser el número al azar dudo que hubiera ayudado pero en base a eso fue que tome las decisiones.",0,171,"Expert"
8,"l6gaodaz",26000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,4,4,4,"4",5,0.666666666666667,0.972222222222222,1,1,NA,NA,22,"Expert","sku10aeq",17,328,2,22,1,NA,2,1,1,"En la primera fase, contando con los dedos o inventando un poco  En la segunda fase, realmente fue aleatorio, penando en estar más cerca al 4 y variando de vez en cuando",0,172,"Expert"
9,"qaaz327i",34000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,7,3,3,"3",3,0.333333333333333,0.555555555555556,1,1,NA,NA,22,"Expert","sku10aeq",17,329,1,21,1,NA,2,1,1,"De forma aleatoria",1,171,"Expert"
10,"upw8p4cx",34000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,6,2,2,"2",2,0.166666666666667,0.555555555555556,1,0,NA,NA,22,"Expert","sku10aeq",17,330,3,23,0,NA,4,1,0,"trate de ser lo mas razonable posible",2,172,"Expert"
11,"y6zlnify",42000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,5,5,5,"5",4,0.5,0.972222222222222,0,1,NA,NA,22,"Expert","sku10aeq",17,331,3,20,1,NA,2,1,1,"Cuando el jugador A decía un número bajito, adivinaba un número cercano o ese y siempre trataba de poner números iguales o menores a 4 para que el jugador B no ganara y sentía que así tenia mas probabilidad de estar cerca al número.",2,173,"Expert"
12,"q7e3i7qi",38000,2,"Player B",0,4,NA,"direct",0,1,NA,NA,6,2,2,"2",2,0.166666666666667,0.555555555555556,1,0,NA,NA,22,"Expert","sku10aeq",17,332,3,28,0,NA,4,1,1,"Esperando que el mensaje del jugador coincidiera con el número real",2,174,"Expert"
13,"jvopp27d",42000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,5,8,5,"5",5.2,0.7,0.998888888888889,1,1,NA,NA,22,"Expert","sku10aeq",17,333,2,20,0,NA,1,1,1,"siguiendo el dato de la adivinanza del participante a, con la convicción de estar en un margen de 2 números del correcto.",1,173,"Expert"
14,"lpb96yya",42000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,4,4,4,"4",5,0.666666666666667,0.972222222222222,1,1,NA,NA,22,"Expert","sku10aeq",17,334,2,20,0,NA,2,1,0,"Por adaptación, o seguir el patrón, sentía que debia variar los numeros",2,174,"Expert"
15,"jrtg9t6q",50000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,3,5,5,"5",4.2,0.533333333333333,0.96,1,1,NA,NA,22,"Expert","sku10aeq",17,335,3,19,1,NA,2,1,1,"En un principio confie en el jugador A, pero luego vi que su objetivo era que yo pusiera numeros altos para que el ganara mas dinero, asi que empece a variar 2 o 1 numero mas del recomendado por el jugador A",2,173,"Expert"
